SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,reprisk_id,company_name_reprisk,sectors,no_reported_risk_exposure
"Universal Bioenergy, Inc. (OTCPK:UBRG)",4277989,"Universal Bioenergy, Inc.",Operating,Private Company,Never Sponsor-Backed,53863,Universal Bioenergy Inc,Financial Services | Alternative Energy,True
"Universal Express, Inc. (OTCPK:USXP)",4072866,"Universal Express, Inc.",Reorganizing,Private Company,Never Sponsor-Backed,83828,Universal Express Inc,General Industrials | Industrial Transportation,True
Universal Health Realty Income Trust (NYSE:UHT),103026,Universal Health Realty Income Trust,Operating,Public Company,Never Sponsor-Backed,13038,Universal Health Realty Income Trust,Financial Services,True
"Universal Insurance Holdings, Inc. (NYSE:UVE)",4040161,"Universal Insurance Holdings, Inc.",Operating,Public Company,Never Sponsor-Backed,38079,Universal Insurance Holdings Inc,Insurance,True
"Universal Wilde, Inc.",4293377,"Universal Wilde, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [George K. Baum Merchant Banc;Calvert Street Capital Partners, Inc.]",276438,Universal Wilde Inc,Support Services (Industrial Goods and Services) | Media,True
Univision Communications Inc. (NYSE:UVN),4071424,Univision Communications Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Stockwell Capital, LLC;AlpInvest Partners B.V.;GCM Customized Fund Investment Group, L.P.;Millennium Bridge Capital;Chartwell Partners;Princess Management Limited;Thomas H. Lee Partners, L.P.;Ridgemont Partners Management, LLC;Saban Capital Group, LLC;Rader Reinfrank & Co., L.L.C.;Searchlight Capital Partners, L.P.;Providence Equity Partners Limited;Madison Dearborn Partners, LLC;Canada Pension Plan Investment Board;Glade Brook Capital Partners LLC;Partners Group (Guernsey) Limited;Pamlico Capital Management, LP;North Sky Capital, LLC;Providence Equity Partners L.L.C.;North Cove Partners, LLC;TPG Capital, L.P.;Partners Group Private Equity Performance Holding]",63697,Univision Communications Inc,Media,False
"Unsaddl, Inc.",105626665,"Unsaddl, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Soma Capital Management, LLC;DragonCapital.vc;Y Combinator Management, LLC;Gaingels Truework LLC]",2534866,Unsaddl Inc,Support Services (Industrial Goods and Services),True
"UPAY, Inc. (OTCQB:UPYY)",4759460,"UPAY, Inc.",Operating,Public Company,Never Sponsor-Backed,2381783,UPAY Inc,Software and Computer Services,True
"Upgrade, Inc.",5995254,"Upgrade, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Coatue Management, L.L.C.;BlueRun Ventures;Black River Ventures;Vy Capital;Scale-Up Venture Capital;Koch Disruptive Technologies, LLC;Uncorrelated Ventures;FirstMark Capital, LLC;Dragoneer Investment Group, LLC;Gopher Asset Management Co., Ltd.;Quiet Capital Management LLC;G Squared;Old Well Partners, LLC;Fund for Sustainability and Energy;CE Innovation Capital;Mouro Capital;Sands Capital Ventures, LLC;Union Square Ventures, LLC;Ventura Capital;Apoletto Managers Limited;Inertia Ventures;Winter Capital;369 Growth Partners;Golden Falcon Capital GP LLC;Sands Capital Management, LLC;TriplePoint Capital, LLC;DST Global;Triplepoint Advisers LLC;Ribbit Management Company, LLC;West Coast Equity Partners, LLC;PA Capital Management, LLC]",1280469,Upgrade Inc,Financial Services,False
"Uphonia, Inc. (OTCPK:UPHN)",4155340,"Uphonia, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Centrecourt Asset Management LLC;Hanam Capital Corporation;40/86 Advisors, Inc.;Abernathy Group, L.L.C.]

Prior Sponsor-Backed [TecCapital Investments Ltd.;Bonanza Capital Ltd.;Vertical Ventures, LLC;Iroquois Capital Management, LLC;Crestview Capital Funds]",50592,Uphonia Inc,Telecommunications,True
"Upland Software, Inc. (NASDAQGM:UPLD)",4424880,"Upland Software, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [ESW Capital, LLC;Warburg Pincus LLC;WI Harper Group;Austin Ventures;HGGC, LLC;Raptor Holdco GP LLC]

Prior Sponsor-Backed [Advent International, L.P.;Hudson Venture Partners, L.P.;KSV Global Innovations LP;Activant Capital Management, LLC;Kensington Capital Holdings, LLC]",303755,Upland Software Inc,Software and Computer Services,True
"Upoc Networks, Inc.",4149285,"Upoc Networks, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [550 Digital Media Ventures Inc.;Pound Capital Limited;Apax Partners, Inc.;Advent International, L.P.;Apax Partners LLP;Tribune Ventures;Arts Alliance Ventures Ltd]",1410079,Upoc Networks INC,Software and Computer Services,True
"Upstart Holdings, Inc. (NASDAQGS:UPST)",8702919,"Upstart Holdings, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [First Round Capital Management, LLC]

Prior Sponsor-Backed [Khosla Ventures, LLC;Third Point Ventures L.P.;Oneprime Capital LLC]",2221098,Upstart Holdings Inc,Software and Computer Services | Financial Services,False
"Upstart Network, Inc.",6522753,"Upstart Network, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [The Founders Fund, LLC;Rakuten Ventures;Tuesday Capital;New Enterprise Associates, Inc.;Sand Hill Angels, Inc.;Green D Ventures;Blue Ivy Ventures;Leawood Venture Capital LLC;First Round Capital Management, LLC;Healthcare of Ontario Pension Plan;Correlation Ventures, L.P.;Menlo Ventures Management, L.P.;GV Management Company, LLC;Innovation Endeavors LLC;Rakuten Capital]

Prior Sponsor-Backed [Kleiner Perkins Caufield & Byers;Third Point Ventures L.P.;Spur Capital Partners, LLC;Khosla Ventures, LLC;Bedrock Fund Management, LLC;Alumni Ventures Group, LLC]",215511,Upstart Network Inc,Financial Services,True
"UpTake Networks, Inc.",4329766,"UpTake Networks, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Shasta Ventures Management, LLC;EndeavorGroup, Inc.;Peterson Ventures, LLC;TVL Management Corporation]",1400989,Uptake Networks INC,Software and Computer Services,True
Uranium Energy Corp. (NYSEAM:UEC),4157028,Uranium Energy Corp.,Operating,Public Company,"Pending or Current Sponsor-Backed [BlackRock Advisors, LLC;City of London Investment Management Company Limited;Front Street Investment Management Inc.;Middlefield Capital Corporation;Camlin Asset Management Limited;Cypress Capital Management Ltd.;Porter Capital Management Co.;Freestone Capital Management, LLC;Interward Asset Management Ltd.;Pacific Road Capital Management Pty Limited;JovFunds Management Inc.;BMO Equity Partners LP;Vontobel Asset Management, Inc.;IG Investment Management, Ltd.;Stephens Investment Management, LLC;Downsview Capital, Inc.;Schroder & Co. Bank AG;Atoll Asset Management;Westcliff Capital Management LLC (LSE : );DSC Advisors, L.P.;Muse Capital LLP;Jupiter Asset Management Limited;Hadron Capital LLP;Adit Capital Management LLC.;Primevest Capital Corp.;Nordea Private Equity;Jackson National Asset Management, LLC;Harvest Capital Strategies LLC;Highbridge Capital Management, LLC;Resource Capital Investment Corporation;Iroquois Capital Management, LLC;Clarion Capital Corporation]

Prior Sponsor-Backed [New City Investment Managers Limited;Schroder Investment Management Limited (CISX:-) (CISX : );Cushing Asset Management, LP;AQR Arbitrage, LLC;Brick Asset Management Inc.;Earth Energy Investment Ltd.;Pinetree Capital Ltd. (TSX:PNP) (TSX : PNP);Chrysler LLC Master Retirement Trust;Sprott Asset Management LP;Crestview Capital Funds;Vontobel Management S.A.;Passport Management, LLC;Everest Wealth Management AG;Universal Investment GmbH]",397,Uranium Energy Corp,Mining,False
Urban Edge Properties (NYSE:UE),4546387,Urban Edge Properties,Operating,Public Company,"Pending or Current Sponsor-Backed [T. Rowe Price Associates, Inc.;Fidelity Management & Research Company LLC]",162312,Urban Edge Properties,Financial Services,True
"US Airways Group, Inc. (NYSE:LCC)",4065192,"US Airways Group, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Angelo, Gordon & Co., L.P.;Tudor Investment Corporation;Highbridge Capital Management, LLC;UBS O'Connor LLC;TPG Capital, L.P.;Polygon Investment Partners LLP;Fidelity Management & Research Company LLC;Par Capital Management, Inc.;Pacific Assets Management LLC;Fidelity Investments;Appaloosa Management L.P.;Vicis Capital, LLC;Peninsula Capital Advisors LLC;Wellington Management Group LLP (NASDAQGM : );Eastshore Aviation, LLC;Ellington Management Group, L.L.C.;Bnp Paribas Equity Strategies Snc]",4497,US Airways Group Inc,Airlines,False
US Energy Systems Inc. (OTCPK:USEY.Q),4057598,US Energy Systems Inc.,Out of Business,Public Company,"Prior Sponsor-Backed [Silver Point Capital, L.P.;Houston Ventures;Kenmont Investments Management, L.P.]",59007,US Energy Systems Inc,Utilities,True
"US Fiduciary, Inc.",4147789,"US Fiduciary, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [IA Capital Group, Inc.;Advantage Capital Management Corporation]",1277399,US Fiduciary INC,Financial Services,True
US LEC Corp. (NASDAQGM:CLEC),4121457,US LEC Corp.,Acquired,Public Company,"Prior Sponsor-Backed [Thomas H. Lee Partners, L.P.;Kingdon Capital Management, L.L.C.;Criterion Capital Management, LLC;Bain Capital Private Equity, LP;Quadrangle Group LLC;Bain Capital Ventures,LP;Heights Capital Management, Inc.]",1070403,US LEC Corp,Support Services (Industrial Goods and Services) | Telecommunications,True
US Mortgage Corporation,4106066,US Mortgage Corporation,Operating,Private Company,Never Sponsor-Backed,65172,U.S. Mortgage Corporation,Financial Services,False
US Unwired Inc. (NASDAQGM:UNWR),4136009,US Unwired Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Odyssey Investment Partners, LLC;Investcorp Holdings B.S.C. (BAX:INVCORP) (BAX : INVCORP)]",1044488,US Unwired Inc,Telecommunications,True
"US Wireless Online, Inc. (OTCPK:UWRL.D)",4154547,"US Wireless Online, Inc.",Acquired,Public Company,"Prior Sponsor-Backed [N.I.R. Group, LLC;Delta Capital Management, LLC]",57349,US Wireless Online Inc,Software and Computer Services,True
"USB, Inc.",1031124,"USB, Inc.",Acquired,Private Company,Prior Sponsor-Backed [DFW Capital Partners;Lindsay Goldberg LLC],1289284,USB INC,Financial Services,True
"USBX, Inc.",4202519,"USBX, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Topspin Ventures;Topspin Partners LP;The Carlyle Group Inc. (NASDAQGS:CG) (NASDAQGS : CG);Sunflower Capital;Evercore Ventures;eCompanies, L.L.C.;eCompanies-Evercore Venture Management (E2VM);Avalon Capital Management LLC]",1287474,Usbx INC,Financial Services,True
"USCB Financial Holdings, Inc. (NASDAQGM:USCB)",4086887,"USCB Financial Holdings, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Endicott Management Company;Priam Capital;Patriot Financial Manager, L.P.;Brookside Equity Partners LLC;GCP Capital Partners LLC]",2532118,USCB Financial Holdings Inc,Financial Services,True
"USHEALTH Group, Inc. (NASDAQGM:USHE)",103326,"USHEALTH Group, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Credit Suisse Private Equity, LLC;Credit Suisse First Boston Next Fund Inc.;DLJ LBO Plans Management, LLC;Credit Suisse Asset Management, LLC]",2203938,USHEALTH Group Inc,Insurance,True
"UTG, Inc. (OTCPK:UTGN)",103307,"UTG, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [SoftVest Management, LP]",46852,UTG Inc,Insurance,True
"Utility Associates, Inc.",4097417,"Utility Associates, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Hicks Holdings, LLC;Greater Sum Ventures, LLC;Saints Capital Services, LLC;PSG Equity L.L.C.;Treeter Holdings, LLC;Trinity Capital Inc. (NASDAQGS:TRIN) (NASDAQGS : TRIN);Braemar Energy Ventures;Weatherford Capital Management, LLC]",1045858,Utility Associates INC,Telecommunications,True
"uVuMobile, Inc. (OTCPK:UVUM)",4140663,"uVuMobile, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Meadowbrook Capital Management, LLC;Nite Capital Management, LLC;Enable Global Capital, LLC;Lewis Asset Management, Corp.;Forte Capital Partners LLC;Iroquois Capital Management, LLC]",54465,uVuMobile Inc,Software and Computer Services,True
"VacationRoost, Inc.",4305734,"VacationRoost, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Kinderhook Industries, LLC]",1209703,VacationRoost Inc,Travel and Leisure,True
"Vail Resorts, Inc. (NYSE:MTN)",4056041,"Vail Resorts, Inc.",Operating,Public Company,"Prior Sponsor-Backed [Apollo Global Management, Inc. (NYSE:APO) (NYSE : APO);Paulson & Co. Inc.;Green Capital Investors]",9576,Vail Resorts Inc,Travel and Leisure,False
"Valassis Communications, Inc. (NYSE:VCI)",4121782,"Valassis Communications, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [MacAndrews & Forbes Incorporated],12719,Valassis Communications Inc,Media,False
"Valcom, Inc. (OTCPK:VLCO)",4153460,"Valcom, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Laurus Capital Management, LLC;ABEX Capital INC;High Capital Funding LLC]",59722,ValCom Inc,Media,False
"Valence Health, Inc.",4172405,"Valence Health, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Foundation Medical Partners]

Prior Sponsor-Backed [Flare Capital Partners;Guidepost Growth Equity;North Bridge Venture Partners;Heritage Group, LLC;GE Ventures, LLC]",1330249,Valence Health INC,Health Care Equipment and Services,True
Valley Community Bank (OTCPK:VCBC),1983026,Valley Community Bank,Acquired,Private Company,"Prior Sponsor-Backed [Taylor Asset Management, Inc.]",47943,Valley Community Bank,Banks,True
Valley National Bancorp (NASDAQGS:VLY),100486,Valley National Bancorp,Operating,Public Company,"Pending or Current Sponsor-Backed [Concentric Equity Partners, L.P.]",8054,Valley National Bancorp,Banks | Financial Services,False
Valubond Inc.,4141141,Valubond Inc.,Operating Subsidiary,Private Company,Never Sponsor-Backed,611342,Valubond Inc,Software and Computer Services | Financial Services,True
"Value Line, Inc.",4766282,"Value Line, Inc.",Operating,Private Company,Never Sponsor-Backed,37225,Value Line Inc,Media,True
"Value Plastics, Inc.",4298337,"Value Plastics, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [American Capital, Ltd. (NASDAQGM:ACAS) (NASDAQGM : ACAS);Latticework Capital Management LLC]",1368009,Value Plastics INC,Health Care Equipment and Services,True
Van Kampen Investments Inc.,106886,Van Kampen Investments Inc.,Acquired,Private Company,"Prior Sponsor-Backed [Clayton, Dubilier & Rice, LLC;Brera Capital Partners, LLC]",302661,Van Kampen Investments Inc,Financial Services,True
"Vanco, Inc.",4032281,"Vanco, Inc.",Operating,Private Company,Never Sponsor-Backed,2204303,Vanco INC,Health Care Equipment and Services,True
"Vangent, Inc.",4227379,"Vangent, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Capital Fund Ltd;GCM Customized Fund Investment Group, L.P.;Veritas Capital Fund Management, L.L.C]",1094753,Vangent INC,Telecommunications,True
Vanguard Health Systems Inc. (NYSE:VHS),4095062,Vanguard Health Systems Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Metalmark Capital LLC;Spice Private Equity AG (OTCPK:SPPE.F) (OTCPK : SPPE.F);Blackstone Inc. (NYSE:BX) (NYSE : BX);Lexington Partners L.P.;W Capital Management, LLC;Lindsay Goldberg LLC;North Sky Capital, LLC]",83604,Vanguard Health Systems Inc,Health Care Equipment and Services,False
"Vantage Consulting Group, Inc.",4099006,"Vantage Consulting Group, Inc.",Operating,Private Company,Never Sponsor-Backed,2430420,Vantage Consulting Group Inc,Support Services (Industrial Goods and Services),True
"Varo Money, Inc.",4692143,"Varo Money, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [HarbourVest Partners, LLC;TPG Capital, L.P.;TPG Growth, LLC;Lone Pine Capital LLC;Warburg Pincus LLC;Eldridge Industries LLC;Next Play Capital, LLC;Gaingels Management, LLC;Russell Westbrook Enterprises Inc;Siena Capital;BlackRock, Inc. (NYSE:BLK) (NYSE : BLK);Marshall Wace LLP;Stockbridge Partners LLC;Gallatin Point Capital LLC;Sand Hill Angels, Inc.;PROOF.VC;InvestX Financial (Canada) Ltd.;Declaration Partners LP;Reform Ventures, LLC;SV Pacific Ventures;Berkshire Partners LLC;Gopher Asset Management Co., Ltd.;CE Innovation Capital;Uni-Ventures;Okeanos]",420441,Varo Money Inc,Software and Computer Services,True
"Varsity Group, Inc. (NASDAQGM:VSTY)",4217555,"Varsity Group, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Upfront Ventures Management, LLC;Sigma Partners;Arlington Asset Investment Corp. (NYSE:AAIC) (NYSE : AAIC);Mayfield Fund, L.L.C.;The Carlyle Group Inc. (NASDAQGS:CG) (NASDAQGS : CG);Tribune Ventures;Venturehouse Group LLC;Garage Technology Ventures, LLC;Southeastern Technology Fund;The Affiliated Companies, Inc.]",90112,Varsity Group Inc,Retail,True
Vault Investments Inc.,4617198,Vault Investments Inc.,Acquired,Private Company,"Prior Sponsor-Backed [Plug and Play, LLC]",1280949,Vault Investments INC,Financial Services,True
Vault.com Inc.,4172489,Vault.com Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [La Maison Partners]

Prior Sponsor-Backed [Hollinger Capital;Enhanced Capital Partners, LLC;Sands Brothers Venture Capital, L.L.C.;Angel Investors L.P.;Marc Bell Capital LLC;Rockefeller & Co. LLC;Veronis Suhler Stevenson;New York City Investment Fund Manager, Inc.]",611543,Vault.com Inc,Support Services (Industrial Goods and Services) | Software and Computer Services,True
